order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
order_00174,cust_00174,delivered,2017-10-21 16:00:00,2017-10-21 18:00:00,2017-10-22 16:00:00,2017-10-27 16:00:00,2017-11-02 16:00:00
order_00175,cust_00175,delivered,2017-10-22 12:00:00,2017-10-22 14:00:00,2017-10-23 12:00:00,2017-10-26 12:00:00,2017-11-03 12:00:00
order_00176,cust_00176,delivered,2017-10-17 21:00:00,2017-10-17 23:00:00,2017-10-18 21:00:00,2017-10-22 21:00:00,2017-10-29 21:00:00
order_00177,cust_00177,delivered,2017-10-19 18:00:00,2017-10-19 20:00:00,2017-10-20 18:00:00,2017-10-23 18:00:00,2017-10-31 18:00:00
order_00178,cust_00178,delivered,2017-10-20 17:00:00,2017-10-20 19:00:00,2017-10-21 17:00:00,2017-10-26 17:00:00,2017-11-01 17:00:00
order_00179,cust_00179,delivered,2017-10-16 14:00:00,2017-10-16 16:00:00,2017-10-17 14:00:00,2017-10-24 14:00:00,2017-10-28 14:00:00
order_00180,cust_00180,delivered,2017-10-19 21:00:00,2017-10-19 23:00:00,2017-10-20 21:00:00,2017-10-26 21:00:00,2017-10-31 21:00:00
order_00181,cust_00181,delivered,2017-10-21 21:00:00,2017-10-21 23:00:00,2017-10-22 21:00:00,2017-10-28 21:00:00,2017-11-02 21:00:00
order_00182,cust_00182,delivered,2017-10-20 21:00:00,2017-10-20 23:00:00,2017-10-21 21:00:00,2017-10-25 21:00:00,2017-11-01 21:00:00
order_00183,cust_00183,delivered,2017-10-22 12:00:00,2017-10-22 14:00:00,2017-10-23 12:00:00,2017-10-30 12:00:00,2017-11-03 12:00:00
order_00184,cust_00184,delivered,2017-10-21 09:00:00,2017-10-21 11:00:00,2017-10-22 09:00:00,2017-10-29 09:00:00,2017-11-02 09:00:00
order_00185,cust_00185,delivered,2017-10-19 14:00:00,2017-10-19 16:00:00,2017-10-20 14:00:00,2017-10-26 14:00:00,2017-10-31 14:00:00
order_00186,cust_00186,delivered,2017-10-21 12:00:00,2017-10-21 14:00:00,2017-10-22 12:00:00,2017-10-30 12:00:00,2017-11-02 12:00:00
order_00187,cust_00187,delivered,2017-10-21 17:00:00,2017-10-21 19:00:00,2017-10-22 17:00:00,2017-10-29 17:00:00,2017-11-02 17:00:00
order_00188,cust_00188,delivered,2017-10-20 08:00:00,2017-10-20 10:00:00,2017-10-21 08:00:00,2017-10-26 08:00:00,2017-11-01 08:00:00
order_00189,cust_00189,delivered,2017-10-17 17:00:00,2017-10-17 19:00:00,2017-10-18 17:00:00,2017-10-22 17:00:00,2017-10-29 17:00:00
order_00190,cust_00190,delivered,2017-10-22 20:00:00,2017-10-22 22:00:00,2017-10-23 20:00:00,2017-10-26 20:00:00,2017-11-03 20:00:00
order_00191,cust_00191,delivered,2017-10-16 11:00:00,2017-10-16 13:00:00,2017-10-17 11:00:00,2017-10-23 11:00:00,2017-10-28 11:00:00
order_00192,cust_00192,delivered,2017-10-22 10:00:00,2017-10-22 12:00:00,2017-10-23 10:00:00,2017-10-28 10:00:00,2017-11-03 10:00:00
order_00193,cust_00193,delivered,2017-10-21 15:00:00,2017-10-21 17:00:00,2017-10-22 15:00:00,2017-10-25 15:00:00,2017-11-02 15:00:00
order_00194,cust_00194,delivered,2017-10-16 13:00:00,2017-10-16 15:00:00,2017-10-17 13:00:00,2017-10-24 13:00:00,2017-10-28 13:00:00
order_00195,cust_00195,delivered,2017-10-17 15:00:00,2017-10-17 17:00:00,2017-10-18 15:00:00,2017-10-23 15:00:00,2017-10-29 15:00:00
order_00196,cust_00196,delivered,2017-10-16 11:00:00,2017-10-16 13:00:00,2017-10-17 11:00:00,2017-10-22 11:00:00,2017-10-28 11:00:00
order_00197,cust_00197,delivered,2017-10-19 18:00:00,2017-10-19 20:00:00,2017-10-20 18:00:00,2017-10-27 18:00:00,2017-10-31 18:00:00
order_00198,cust_00198,delivered,2017-10-18 17:00:00,2017-10-18 19:00:00,2017-10-19 17:00:00,2017-10-25 17:00:00,2017-10-30 17:00:00
order_00199,cust_00199,delivered,2017-10-16 16:00:00,2017-10-16 18:00:00,2017-10-17 16:00:00,2017-10-22 16:00:00,2017-10-28 16:00:00
order_00200,cust_00200,delivered,2017-10-22 21:00:00,2017-10-22 23:00:00,2017-10-23 21:00:00,2017-10-27 21:00:00,2017-11-03 21:00:00
order_00201,cust_00201,delivered,2017-10-17 09:00:00,2017-10-17 11:00:00,2017-10-18 09:00:00,2017-10-26 09:00:00,2017-10-29 09:00:00
order_00202,cust_00202,delivered,2017-10-19 20:00:00,2017-10-19 22:00:00,2017-10-20 20:00:00,2017-10-28 20:00:00,2017-10-31 20:00:00
order_00203,cust_00203,delivered,2017-10-21 19:00:00,2017-10-21 21:00:00,2017-10-22 19:00:00,2017-10-28 19:00:00,2017-11-02 19:00:00
order_00204,cust_00204,delivered,2017-10-17 14:00:00,2017-10-17 16:00:00,2017-10-18 14:00:00,2017-10-22 14:00:00,2017-10-29 14:00:00
order_00205,cust_00205,delivered,2017-10-20 15:00:00,2017-10-20 17:00:00,2017-10-21 15:00:00,2017-10-29 15:00:00,2017-11-01 15:00:00
order_00206,cust_00206,delivered,2017-10-22 17:00:00,2017-10-22 19:00:00,2017-10-23 17:00:00,2017-10-30 17:00:00,2017-11-03 17:00:00
order_00207,cust_00207,delivered,2017-10-21 14:00:00,2017-10-21 16:00:00,2017-10-22 14:00:00,2017-10-30 14:00:00,2017-11-02 14:00:00
order_00208,cust_00208,delivered,2017-10-21 16:00:00,2017-10-21 18:00:00,2017-10-22 16:00:00,2017-10-30 16:00:00,2017-11-02 16:00:00
order_00209,cust_00209,delivered,2017-10-20 10:00:00,2017-10-20 12:00:00,2017-10-21 10:00:00,2017-10-29 10:00:00,2017-11-01 10:00:00
order_00210,cust_00210,delivered,2017-10-17 19:00:00,2017-10-17 21:00:00,2017-10-18 19:00:00,2017-10-22 19:00:00,2017-10-29 19:00:00
order_00211,cust_00211,delivered,2017-10-22 10:00:00,2017-10-22 12:00:00,2017-10-23 10:00:00,2017-10-31 10:00:00,2017-11-03 10:00:00
order_00212,cust_00212,delivered,2017-10-16 19:00:00,2017-10-16 21:00:00,2017-10-17 19:00:00,2017-10-22 19:00:00,2017-10-28 19:00:00
order_00213,cust_00213,delivered,2017-10-16 08:00:00,2017-10-16 10:00:00,2017-10-17 08:00:00,2017-10-23 08:00:00,2017-10-28 08:00:00
order_00214,cust_00214,delivered,2017-10-19 11:00:00,2017-10-19 13:00:00,2017-10-20 11:00:00,2017-10-27 11:00:00,2017-10-31 11:00:00
order_00215,cust_00215,delivered,2017-10-21 08:00:00,2017-10-21 10:00:00,2017-10-22 08:00:00,2017-10-25 08:00:00,2017-11-02 08:00:00
order_00216,cust_00216,delivered,2017-10-22 12:00:00,2017-10-22 14:00:00,2017-10-23 12:00:00,2017-10-31 12:00:00,2017-11-03 12:00:00
order_00217,cust_00217,delivered,2017-10-22 21:00:00,2017-10-22 23:00:00,2017-10-23 21:00:00,2017-10-28 21:00:00,2017-11-03 21:00:00
order_00218,cust_00218,delivered,2017-10-19 14:00:00,2017-10-19 16:00:00,2017-10-20 14:00:00,2017-10-26 14:00:00,2017-10-31 14:00:00
order_00219,cust_00219,delivered,2017-10-19 09:00:00,2017-10-19 11:00:00,2017-10-20 09:00:00,2017-10-23 09:00:00,2017-10-31 09:00:00
order_00220,cust_00220,delivered,2017-10-19 13:00:00,2017-10-19 15:00:00,2017-10-20 13:00:00,2017-10-23 13:00:00,2017-10-31 13:00:00
order_00221,cust_00221,delivered,2017-10-20 18:00:00,2017-10-20 20:00:00,2017-10-21 18:00:00,2017-10-26 18:00:00,2017-11-01 18:00:00
order_00222,cust_00222,delivered,2017-10-22 10:00:00,2017-10-22 12:00:00,2017-10-23 10:00:00,2017-10-29 10:00:00,2017-11-03 10:00:00
order_00223,cust_00223,delivered,2017-10-17 12:00:00,2017-10-17 14:00:00,2017-10-18 12:00:00,2017-10-23 12:00:00,2017-10-29 12:00:00
order_00224,cust_00224,delivered,2017-10-18 09:00:00,2017-10-18 11:00:00,2017-10-19 09:00:00,2017-10-23 09:00:00,2017-10-30 09:00:00
order_00225,cust_00225,delivered,2017-10-21 12:00:00,2017-10-21 14:00:00,2017-10-22 12:00:00,2017-10-30 12:00:00,2017-11-02 12:00:00
order_00226,cust_00226,delivered,2017-10-20 09:00:00,2017-10-20 11:00:00,2017-10-21 09:00:00,2017-10-27 09:00:00,2017-11-01 09:00:00
order_00227,cust_00227,delivered,2017-10-19 16:00:00,2017-10-19 18:00:00,2017-10-20 16:00:00,2017-10-24 16:00:00,2017-10-31 16:00:00
order_00228,cust_00228,delivered,2017-10-17 15:00:00,2017-10-17 17:00:00,2017-10-18 15:00:00,2017-10-23 15:00:00,2017-10-29 15:00:00
order_00229,cust_00229,delivered,2017-10-20 19:00:00,2017-10-20 21:00:00,2017-10-21 19:00:00,2017-10-28 19:00:00,2017-11-01 19:00:00
order_00230,cust_00230,delivered,2017-10-20 15:00:00,2017-10-20 17:00:00,2017-10-21 15:00:00,2017-10-24 15:00:00,2017-11-01 15:00:00
order_00231,cust_00231,delivered,2017-10-22 20:00:00,2017-10-22 22:00:00,2017-10-23 20:00:00,2017-10-28 20:00:00,2017-11-03 20:00:00
order_00232,cust_00232,delivered,2017-10-20 21:00:00,2017-10-20 23:00:00,2017-10-21 21:00:00,2017-10-29 21:00:00,2017-11-01 21:00:00
order_00233,cust_00233,delivered,2017-10-17 17:00:00,2017-10-17 19:00:00,2017-10-18 17:00:00,2017-10-25 17:00:00,2017-10-29 17:00:00
order_00234,cust_00234,delivered,2017-10-18 08:00:00,2017-10-18 10:00:00,2017-10-19 08:00:00,2017-10-24 08:00:00,2017-10-30 08:00:00
order_00235,cust_00235,delivered,2017-10-16 16:00:00,2017-10-16 18:00:00,2017-10-17 16:00:00,2017-10-22 16:00:00,2017-10-28 16:00:00
order_00236,cust_00236,delivered,2017-10-29 12:00:00,2017-10-29 14:00:00,2017-10-30 12:00:00,2017-11-03 12:00:00,2017-11-10 12:00:00
order_00237,cust_00237,delivered,2017-10-24 20:00:00,2017-10-24 22:00:00,2017-10-25 20:00:00,2017-10-29 20:00:00,2017-11-05 20:00:00
order_00238,cust_00238,delivered,2017-10-25 10:00:00,2017-10-25 12:00:00,2017-10-26 10:00:00,2017-11-02 10:00:00,2017-11-06 10:00:00
order_00239,cust_00239,delivered,2017-10-27 09:00:00,2017-10-27 11:00:00,2017-10-28 09:00:00,2017-11-04 09:00:00,2017-11-08 09:00:00
order_00240,cust_00240,delivered,2017-10-25 10:00:00,2017-10-25 12:00:00,2017-10-26 10:00:00,2017-10-31 10:00:00,2017-11-06 10:00:00
order_00241,cust_00241,delivered,2017-10-27 18:00:00,2017-10-27 20:00:00,2017-10-28 18:00:00,2017-10-31 18:00:00,2017-11-08 18:00:00
order_00242,cust_00242,delivered,2017-10-24 08:00:00,2017-10-24 10:00:00,2017-10-25 08:00:00,2017-10-29 08:00:00,2017-11-05 08:00:00
order_00243,cust_00243,delivered,2017-10-28 20:00:00,2017-10-28 22:00:00,2017-10-29 20:00:00,2017-11-03 20:00:00,2017-11-09 20:00:00
order_00244,cust_00244,delivered,2017-10-26 12:00:00,2017-10-26 14:00:00,2017-10-27 12:00:00,2017-11-02 12:00:00,2017-11-07 12:00:00
order_00245,cust_00245,delivered,2017-10-28 21:00:00,2017-10-28 23:00:00,2017-10-29 21:00:00,2017-11-03 21:00:00,2017-11-09 21:00:00
order_00246,cust_00246,delivered,2017-10-26 13:00:00,2017-10-26 15:00:00,2017-10-27 13:00:00,2017-11-03 13:00:00,2017-11-07 13:00:00
order_00247,cust_00247,delivered,2017-10-27 19:00:00,2017-10-27 21:00:00,2017-10-28 19:00:00,2017-11-03 19:00:00,2017-11-08 19:00:00
order_00248,cust_00248,delivered,2017-10-28 20:00:00,2017-10-28 22:00:00,2017-10-29 20:00:00,2017-11-03 20:00:00,2017-11-09 20:00:00
order_00249,cust_00249,delivered,2017-10-29 20:00:00,2017-10-29 22:00:00,2017-10-30 20:00:00,2017-11-03 20:00:00,2017-11-10 20:00:00
order_00250,cust_00250,delivered,2017-10-25 20:00:00,2017-10-25 22:00:00,2017-10-26 20:00:00,2017-11-01 20:00:00,2017-11-06 20:00:00
order_00251,cust_00251,delivered,2017-10-26 18:00:00,2017-10-26 20:00:00,2017-10-27 18:00:00,2017-11-01 18:00:00,2017-11-07 18:00:00
order_00252,cust_00252,delivered,2017-10-25 19:00:00,2017-10-25 21:00:00,2017-10-26 19:00:00,2017-11-01 19:00:00,2017-11-06 19:00:00
order_00253,cust_00253,delivered,2017-10-27 20:00:00,2017-10-27 22:00:00,2017-10-28 20:00:00,2017-11-01 20:00:00,2017-11-08 20:00:00
order_00254,cust_00254,delivered,2017-10-24 10:00:00,2017-10-24 12:00:00,2017-10-25 10:00:00,2017-10-30 10:00:00,2017-11-05 10:00:00
order_00255,cust_00255,delivered,2017-10-24 12:00:00,2017-10-24 14:00:00,2017-10-25 12:00:00,2017-11-02 12:00:00,2017-11-05 12:00:00
order_00256,cust_00256,delivered,2017-10-23 20:00:00,2017-10-23 22:00:00,2017-10-24 20:00:00,2017-10-28 20:00:00,2017-11-04 20:00:00
order_00257,cust_00257,delivered,2017-10-27 11:00:00,2017-10-27 13:00:00,2017-10-28 11:00:00,2017-11-04 11:00:00,2017-11-08 11:00:00
order_00258,cust_00258,delivered,2017-10-28 16:00:00,2017-10-28 18:00:00,2017-10-29 16:00:00,2017-11-05 16:00:00,2017-11-09 16:00:00
order_00259,cust_00259,delivered,2017-10-23 08:00:00,2017-10-23 10:00:00,2017-10-24 08:00:00,2017-10-28 08:00:00,2017-11-04 08:00:00
order_00260,cust_00260,delivered,2017-10-27 12:00:00,2017-10-27 14:00:00,2017-10-28 12:00:00,2017-11-04 12:00:00,2017-11-08 12:00:00
order_00261,cust_00261,delivered,2017-10-25 19:00:00,2017-10-25 21:00:00,2017-10-26 19:00:00,2017-11-02 19:00:00,2017-11-06 19:00:00
order_00262,cust_00262,delivered,2017-10-27 13:00:00,2017-10-27 15:00:00,2017-10-28 13:00:00,2017-11-05 13:00:00,2017-11-08 13:00:00
order_00263,cust_00263,delivered,2017-10-29 19:00:00,2017-10-29 21:00:00,2017-10-30 19:00:00,2017-11-05 19:00:00,2017-11-10 19:00:00
order_00264,cust_00264,delivered,2017-10-25 16:00:00,2017-10-25 18:00:00,2017-10-26 16:00:00,2017-11-02 16:00:00,2017-11-06 16:00:00
order_00265,cust_00265,delivered,2017-10-24 21:00:00,2017-10-24 23:00:00,2017-10-25 21:00:00,2017-11-02 21:00:00,2017-11-05 21:00:00
order_00266,cust_00266,delivered,2017-10-28 12:00:00,2017-10-28 14:00:00,2017-10-29 12:00:00,2017-11-04 12:00:00,2017-11-09 12:00:00
order_00267,cust_00267,delivered,2017-10-26 19:00:00,2017-10-26 21:00:00,2017-10-27 19:00:00,2017-10-30 19:00:00,2017-11-07 19:00:00
order_00268,cust_00268,delivered,2017-10-24 08:00:00,2017-10-24 10:00:00,2017-10-25 08:00:00,2017-11-01 08:00:00,2017-11-05 08:00:00
order_00269,cust_00269,delivered,2017-10-29 15:00:00,2017-10-29 17:00:00,2017-10-30 15:00:00,2017-11-02 15:00:00,2017-11-10 15:00:00
order_00270,cust_00270,delivered,2017-10-27 20:00:00,2017-10-27 22:00:00,2017-10-28 20:00:00,2017-11-02 20:00:00,2017-11-08 20:00:00
order_00271,cust_00271,delivered,2017-10-31 13:00:00,2017-10-31 15:00:00,2017-11-01 13:00:00,2017-11-13 13:00:00,2017-11-12 13:00:00
order_00272,cust_00272,delivered,2017-11-02 14:00:00,2017-11-02 16:00:00,2017-11-03 14:00:00,2017-11-19 14:00:00,2017-11-14 14:00:00
order_00273,cust_00273,delivered,2017-11-05 14:00:00,2017-11-05 16:00:00,2017-11-06 14:00:00,2017-11-21 14:00:00,2017-11-17 14:00:00
order_00274,cust_00274,delivered,2017-10-30 21:00:00,2017-10-30 23:00:00,2017-10-31 21:00:00,2017-11-19 21:00:00,2017-11-11 21:00:00
order_00275,cust_00275,delivered,2017-11-03 08:00:00,2017-11-03 10:00:00,2017-11-04 08:00:00,2017-11-24 08:00:00,2017-11-15 08:00:00
order_00276,cust_00276,delivered,2017-10-31 21:00:00,2017-10-31 23:00:00,2017-11-01 21:00:00,2017-11-21 21:00:00,2017-11-12 21:00:00
order_00277,cust_00277,delivered,2017-11-04 17:00:00,2017-11-04 19:00:00,2017-11-05 17:00:00,2017-11-22 17:00:00,2017-11-16 17:00:00
order_00278,cust_00278,delivered,2017-11-02 17:00:00,2017-11-02 19:00:00,2017-11-03 17:00:00,2017-11-16 17:00:00,2017-11-14 17:00:00
order_00279,cust_00279,delivered,2017-11-02 11:00:00,2017-11-02 13:00:00,2017-11-03 11:00:00,2017-11-15 11:00:00,2017-11-14 11:00:00
order_00280,cust_00280,delivered,2017-11-04 18:00:00,2017-11-04 20:00:00,2017-11-05 18:00:00,2017-11-25 18:00:00,2017-11-16 18:00:00
order_00281,cust_00281,delivered,2017-11-05 12:00:00,2017-11-05 14:00:00,2017-11-06 12:00:00,2017-11-29 12:00:00,2017-11-17 12:00:00
order_00282,cust_00282,delivered,2017-11-05 17:00:00,2017-11-05 19:00:00,2017-11-06 17:00:00,2017-11-27 17:00:00,2017-11-17 17:00:00
order_00283,cust_00283,delivered,2017-10-30 13:00:00,2017-10-30 15:00:00,2017-10-31 13:00:00,2017-11-16 13:00:00,2017-11-11 13:00:00
order_00284,cust_00284,delivered,2017-11-02 09:00:00,2017-11-02 11:00:00,2017-11-03 09:00:00,2017-11-19 09:00:00,2017-11-14 09:00:00
order_00285,cust_00285,delivered,2017-11-05 09:00:00,2017-11-05 11:00:00,2017-11-06 09:00:00,2017-11-20 09:00:00,2017-11-17 09:00:00
order_00286,cust_00286,delivered,2017-10-30 13:00:00,2017-10-30 15:00:00,2017-10-31 13:00:00,2017-11-14 13:00:00,2017-11-11 13:00:00
order_00287,cust_00287,delivered,2017-11-05 21:00:00,2017-11-05 23:00:00,2017-11-06 21:00:00,2017-11-20 21:00:00,2017-11-17 21:00:00
order_00288,cust_00288,delivered,2017-10-31 14:00:00,2017-10-31 16:00:00,2017-11-01 14:00:00,2017-11-21 14:00:00,2017-11-12 14:00:00
order_00289,cust_00289,delivered,2017-11-04 21:00:00,2017-11-04 23:00:00,2017-11-05 21:00:00,2017-11-23 21:00:00,2017-11-16 21:00:00
order_00290,cust_00290,delivered,2017-11-01 15:00:00,2017-11-01 17:00:00,2017-11-02 15:00:00,2017-11-16 15:00:00,2017-11-13 15:00:00
order_00291,cust_00291,delivered,2017-10-30 08:00:00,2017-10-30 10:00:00,2017-10-31 08:00:00,2017-11-11 08:00:00,2017-11-11 08:00:00
order_00292,cust_00292,delivered,2017-10-31 11:00:00,2017-10-31 13:00:00,2017-11-01 11:00:00,2017-11-21 11:00:00,2017-11-12 11:00:00
order_00293,cust_00293,delivered,2017-11-05 20:00:00,2017-11-05 22:00:00,2017-11-06 20:00:00,2017-11-22 20:00:00,2017-11-17 20:00:00
order_00294,cust_00294,delivered,2017-11-04 10:00:00,2017-11-04 12:00:00,2017-11-05 10:00:00,2017-11-22 10:00:00,2017-11-16 10:00:00
order_00295,cust_00295,delivered,2017-11-02 08:00:00,2017-11-02 10:00:00,2017-11-03 08:00:00,2017-11-25 08:00:00,2017-11-14 08:00:00
order_00296,cust_00296,delivered,2017-10-30 18:00:00,2017-10-30 20:00:00,2017-10-31 18:00:00,2017-11-21 18:00:00,2017-11-11 18:00:00
order_00297,cust_00297,delivered,2017-11-04 12:00:00,2017-11-04 14:00:00,2017-11-05 12:00:00,2017-11-23 12:00:00,2017-11-16 12:00:00
order_00298,cust_00298,delivered,2017-11-05 20:00:00,2017-11-05 22:00:00,2017-11-06 20:00:00,2017-11-22 20:00:00,2017-11-17 20:00:00
order_00299,cust_00299,delivered,2017-11-02 20:00:00,2017-11-02 22:00:00,2017-11-03 20:00:00,2017-11-24 20:00:00,2017-11-14 20:00:00
order_00300,cust_00300,delivered,2017-10-30 09:00:00,2017-10-30 11:00:00,2017-10-31 09:00:00,2017-11-20 09:00:00,2017-11-11 09:00:00
order_00301,cust_00301,delivered,2017-11-01 10:00:00,2017-11-01 12:00:00,2017-11-02 10:00:00,2017-11-25 10:00:00,2017-11-13 10:00:00
order_00302,cust_00302,delivered,2017-11-02 12:00:00,2017-11-02 14:00:00,2017-11-03 12:00:00,2017-11-22 12:00:00,2017-11-14 12:00:00
order_00303,cust_00303,delivered,2017-11-01 19:00:00,2017-11-01 21:00:00,2017-11-02 19:00:00,2017-11-16 19:00:00,2017-11-13 19:00:00
order_00304,cust_00304,delivered,2017-11-04 18:00:00,2017-11-04 20:00:00,2017-11-05 18:00:00,2017-11-27 18:00:00,2017-11-16 18:00:00
order_00305,cust_00305,delivered,2017-11-02 10:00:00,2017-11-02 12:00:00,2017-11-03 10:00:00,2017-11-18 10:00:00,2017-11-14 10:00:00
order_00306,cust_00306,delivered,2017-11-04 12:00:00,2017-11-04 14:00:00,2017-11-05 12:00:00,2017-11-24 12:00:00,2017-11-16 12:00:00
order_00307,cust_00307,delivered,2017-11-05 17:00:00,2017-11-05 19:00:00,2017-11-06 17:00:00,2017-11-20 17:00:00,2017-11-17 17:00:00
order_00308,cust_00308,delivered,2017-11-03 10:00:00,2017-11-03 12:00:00,2017-11-04 10:00:00,2017-11-24 10:00:00,2017-11-15 10:00:00
order_00309,cust_00309,delivered,2017-11-04 12:00:00,2017-11-04 14:00:00,2017-11-05 12:00:00,2017-11-24 12:00:00,2017-11-16 12:00:00
order_00310,cust_00310,delivered,2017-11-01 08:00:00,2017-11-01 10:00:00,2017-11-02 08:00:00,2017-11-18 08:00:00,2017-11-13 08:00:00
order_00311,cust_00311,delivered,2017-11-06 16:00:00,2017-11-06 18:00:00,2017-11-07 16:00:00,2017-11-15 16:00:00,2017-11-18 16:00:00
order_00312,cust_00312,delivered,2017-11-10 18:00:00,2017-11-10 20:00:00,2017-11-11 18:00:00,2017-11-17 18:00:00,2017-11-22 18:00:00
order_00313,cust_00313,delivered,2017-11-12 19:00:00,2017-11-12 21:00:00,2017-11-13 19:00:00,2017-11-18 19:00:00,2017-11-24 19:00:00
order_00314,cust_00314,delivered,2017-11-08 18:00:00,2017-11-08 20:00:00,2017-11-09 18:00:00,2017-11-12 18:00:00,2017-11-20 18:00:00
order_00315,cust_00315,delivered,2017-11-11 12:00:00,2017-11-11 14:00:00,2017-11-12 12:00:00,2017-11-20 12:00:00,2017-11-23 12:00:00
order_00316,cust_00316,delivered,2017-11-12 18:00:00,2017-11-12 20:00:00,2017-11-13 18:00:00,2017-11-19 18:00:00,2017-11-24 18:00:00
order_00317,cust_00317,delivered,2017-11-10 12:00:00,2017-11-10 14:00:00,2017-11-11 12:00:00,2017-11-18 12:00:00,2017-11-22 12:00:00
order_00318,cust_00318,delivered,2017-11-10 09:00:00,2017-11-10 11:00:00,2017-11-11 09:00:00,2017-11-14 09:00:00,2017-11-22 09:00:00
order_00319,cust_00319,delivered,2017-11-10 20:00:00,2017-11-10 22:00:00,2017-11-11 20:00:00,2017-11-14 20:00:00,2017-11-22 20:00:00
order_00320,cust_00320,delivered,2017-11-12 11:00:00,2017-11-12 13:00:00,2017-11-13 11:00:00,2017-11-18 11:00:00,2017-11-24 11:00:00
order_00321,cust_00321,delivered,2017-11-09 14:00:00,2017-11-09 16:00:00,2017-11-10 14:00:00,2017-11-17 14:00:00,2017-11-21 14:00:00
order_00322,cust_00322,delivered,2017-11-11 19:00:00,2017-11-11 21:00:00,2017-11-12 19:00:00,2017-11-19 19:00:00,2017-11-23 19:00:00
order_00323,cust_00323,delivered,2017-11-10 08:00:00,2017-11-10 10:00:00,2017-11-11 08:00:00,2017-11-17 08:00:00,2017-11-22 08:00:00
order_00324,cust_00324,delivered,2017-11-12 21:00:00,2017-11-12 23:00:00,2017-11-13 21:00:00,2017-11-21 21:00:00,2017-11-24 21:00:00
order_00325,cust_00325,delivered,2017-11-11 10:00:00,2017-11-11 12:00:00,2017-11-12 10:00:00,2017-11-20 10:00:00,2017-11-23 10:00:00
order_00326,cust_00326,delivered,2017-11-09 21:00:00,2017-11-09 23:00:00,2017-11-10 21:00:00,2017-11-14 21:00:00,2017-11-21 21:00:00
order_00327,cust_00327,delivered,2017-11-12 14:00:00,2017-11-12 16:00:00,2017-11-13 14:00:00,2017-11-17 14:00:00,2017-11-24 14:00:00
order_00328,cust_00328,delivered,2017-11-06 11:00:00,2017-11-06 13:00:00,2017-11-07 11:00:00,2017-11-14 11:00:00,2017-11-18 11:00:00
order_00329,cust_00329,delivered,2017-11-07 08:00:00,2017-11-07 10:00:00,2017-11-08 08:00:00,2017-11-12 08:00:00,2017-11-19 08:00:00
order_00330,cust_00330,delivered,2017-11-10 17:00:00,2017-11-10 19:00:00,2017-11-11 17:00:00,2017-11-19 17:00:00,2017-11-22 17:00:00
order_00331,cust_00331,delivered,2017-11-09 17:00:00,2017-11-09 19:00:00,2017-11-10 17:00:00,2017-11-14 17:00:00,2017-11-21 17:00:00
order_00332,cust_00332,delivered,2017-11-07 20:00:00,2017-11-07 22:00:00,2017-11-08 20:00:00,2017-11-11 20:00:00,2017-11-19 20:00:00
order_00333,cust_00333,delivered,2017-11-09 08:00:00,2017-11-09 10:00:00,2017-11-10 08:00:00,2017-11-16 08:00:00,2017-11-21 08:00:00
order_00334,cust_00334,delivered,2017-11-10 17:00:00,2017-11-10 19:00:00,2017-11-11 17:00:00,2017-11-18 17:00:00,2017-11-22 17:00:00
order_00335,cust_00335,delivered,2017-11-10 09:00:00,2017-11-10 11:00:00,2017-11-11 09:00:00,2017-11-18 09:00:00,2017-11-22 09:00:00
order_00336,cust_00336,delivered,2017-11-08 12:00:00,2017-11-08 14:00:00,2017-11-09 12:00:00,2017-11-14 12:00:00,2017-11-20 12:00:00
order_00337,cust_00337,delivered,2017-11-09 17:00:00,2017-11-09 19:00:00,2017-11-10 17:00:00,2017-11-17 17:00:00,2017-11-21 17:00:00
order_00338,cust_00338,delivered,2017-11-07 12:00:00,2017-11-07 14:00:00,2017-11-08 12:00:00,2017-11-13 12:00:00,2017-11-19 12:00:00
order_00339,cust_00339,delivered,2017-11-12 20:00:00,2017-11-12 22:00:00,2017-11-13 20:00:00,2017-11-18 20:00:00,2017-11-24 20:00:00
order_00340,cust_00340,delivered,2017-11-12 20:00:00,2017-11-12 22:00:00,2017-11-13 20:00:00,2017-11-17 20:00:00,2017-11-24 20:00:00
order_00341,cust_00341,delivered,2017-11-08 09:00:00,2017-11-08 11:00:00,2017-11-09 09:00:00,2017-11-16 09:00:00,2017-11-20 09:00:00
order_00342,cust_00342,delivered,2017-11-12 08:00:00,2017-11-12 10:00:00,2017-11-13 08:00:00,2017-11-21 08:00:00,2017-11-24 08:00:00
order_00343,cust_00343,delivered,2017-11-12 11:00:00,2017-11-12 13:00:00,2017-11-13 11:00:00,2017-11-21 11:00:00,2017-11-24 11:00:00
order_00344,cust_00344,delivered,2017-11-08 09:00:00,2017-11-08 11:00:00,2017-11-09 09:00:00,2017-11-13 09:00:00,2017-11-20 09:00:00
order_00345,cust_00345,delivered,2017-11-08 12:00:00,2017-11-08 14:00:00,2017-11-09 12:00:00,2017-11-15 12:00:00,2017-11-20 12:00:00
order_00346,cust_00346,delivered,2017-11-08 17:00:00,2017-11-08 19:00:00,2017-11-09 17:00:00,2017-11-12 17:00:00,2017-11-20 17:00:00
order_00347,cust_00347,delivered,2017-11-07 15:00:00,2017-11-07 17:00:00,2017-11-08 15:00:00,2017-11-11 15:00:00,2017-11-19 15:00:00
