order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
order_00232,2,prod_019,seller_04,2017-10-22 21:00:00,141.06,8.12
order_00233,1,prod_011,seller_05,2017-10-19 17:00:00,75.07,7.26
order_00234,1,prod_000,seller_01,2017-10-20 08:00:00,123.46,11.84
order_00234,2,prod_001,seller_05,2017-10-20 08:00:00,315.99,20.41
order_00235,1,prod_018,seller_01,2017-10-18 16:00:00,194.19,28.98
order_00235,2,prod_017,seller_00,2017-10-18 16:00:00,35.06,4.81
order_00236,1,prod_010,seller_05,2017-10-31 12:00:00,46.25,3.99
order_00236,2,prod_007,seller_02,2017-10-31 12:00:00,276.69,37.99
order_00236,3,prod_010,seller_00,2017-10-31 12:00:00,236.13,28.44
order_00237,1,prod_000,seller_05,2017-10-26 20:00:00,65.01,6.2
order_00238,1,prod_009,seller_02,2017-10-27 10:00:00,113.94,13.98
order_00239,1,prod_014,seller_02,2017-10-29 09:00:00,196.24,28.86
order_00240,1,prod_005,seller_05,2017-10-27 10:00:00,31.81,2.44
order_00240,2,prod_006,seller_00,2017-10-27 10:00:00,232.8,20.94
order_00241,1,prod_004,seller_04,2017-10-29 18:00:00,241.5,13.25
order_00242,1,prod_000,seller_05,2017-10-26 08:00:00,214.53,17.65
order_00242,2,prod_010,seller_02,2017-10-26 08:00:00,33.13,4.53
order_00243,1,prod_001,seller_00,2017-10-30 20:00:00,279.67,31.5
order_00244,1,prod_018,seller_05,2017-10-28 12:00:00,297.96,44.32
order_00245,1,prod_006,seller_01,2017-10-30 21:00:00,30.49,3.14
order_00246,1,prod_019,seller_04,2017-10-28 13:00:00,70.26,5.84
order_00246,2,prod_008,seller_05,2017-10-28 13:00:00,243.62,23.82
order_00247,1,prod_016,seller_02,2017-10-29 19:00:00,131.6,8.32
order_00248,1,prod_002,seller_00,2017-10-30 20:00:00,92.31,10.38
order_00248,2,prod_017,seller_04,2017-10-30 20:00:00,61.06,4.3
order_00248,3,prod_008,seller_04,2017-10-30 20:00:00,254.32,22.01
order_00249,1,prod_007,seller_03,2017-10-31 20:00:00,128.49,19.05
order_00250,1,prod_000,seller_00,2017-10-27 20:00:00,120.53,13.98
order_00251,1,prod_013,seller_03,2017-10-28 18:00:00,191.44,27.66
order_00252,1,prod_010,seller_03,2017-10-27 19:00:00,129.52,14.8
order_00253,1,prod_004,seller_02,2017-10-29 20:00:00,306.51,23.99
order_00254,1,prod_006,seller_04,2017-10-26 10:00:00,307.26,16.96
order_00254,2,prod_011,seller_00,2017-10-26 10:00:00,255.74,32.73
order_00255,1,prod_000,seller_01,2017-10-26 12:00:00,69.82,9.86
order_00256,1,prod_013,seller_02,2017-10-25 20:00:00,142.17,16.24
order_00256,2,prod_012,seller_02,2017-10-25 20:00:00,221.28,32.74
order_00256,3,prod_007,seller_01,2017-10-25 20:00:00,34.71,4.48
order_00257,1,prod_000,seller_00,2017-10-29 11:00:00,55.94,8.34
order_00257,2,prod_003,seller_00,2017-10-29 11:00:00,118.36,17.25
order_00257,3,prod_016,seller_03,2017-10-29 11:00:00,311.32,15.65
order_00258,1,prod_015,seller_00,2017-10-30 16:00:00,129.3,10.98
order_00258,2,prod_007,seller_05,2017-10-30 16:00:00,88.47,5.06
order_00259,1,prod_017,seller_02,2017-10-25 08:00:00,145.4,11.16
order_00260,1,prod_008,seller_03,2017-10-29 12:00:00,146.06,13.47
order_00260,2,prod_012,seller_01,2017-10-29 12:00:00,184.3,16.35
order_00260,3,prod_013,seller_01,2017-10-29 12:00:00,138.7,19.39
order_00261,1,prod_003,seller_00,2017-10-27 19:00:00,268.54,36.07
order_00262,1,prod_014,seller_04,2017-10-29 13:00:00,222.06,11.12
order_00262,2,prod_015,seller_04,2017-10-29 13:00:00,245.13,20.65
order_00263,1,prod_016,seller_02,2017-10-31 19:00:00,43.91,4.89
order_00263,2,prod_010,seller_00,2017-10-31 19:00:00,224.77,25.37
order_00263,3,prod_007,seller_04,2017-10-31 19:00:00,185.2,23.43
order_00264,1,prod_004,seller_00,2017-10-27 16:00:00,90.26,12.88
order_00264,2,prod_016,seller_01,2017-10-27 16:00:00,180.98,18.6
order_00265,1,prod_001,seller_02,2017-10-26 21:00:00,213.96,18.86
order_00266,1,prod_016,seller_04,2017-10-30 12:00:00,130.21,10.45
order_00267,1,prod_005,seller_04,2017-10-28 19:00:00,166.11,10.8
order_00267,2,prod_011,seller_03,2017-10-28 19:00:00,225.65,23.03
order_00267,3,prod_011,seller_04,2017-10-28 19:00:00,95.1,7.99
order_00268,1,prod_009,seller_05,2017-10-26 08:00:00,199.22,20.81
order_00269,1,prod_002,seller_01,2017-10-31 15:00:00,170.55,10.72
order_00269,2,prod_009,seller_04,2017-10-31 15:00:00,307.72,39.42
order_00269,3,prod_014,seller_03,2017-10-31 15:00:00,296.55,25.72
order_00270,1,prod_018,seller_01,2017-10-29 20:00:00,138.68,19.76
order_00271,1,prod_013,seller_03,2017-11-02 13:00:00,141.01,20.25
order_00271,2,prod_000,seller_00,2017-11-02 13:00:00,214.68,23.46
order_00272,1,prod_004,seller_04,2017-11-04 14:00:00,142.3,17.83
order_00272,2,prod_007,seller_05,2017-11-04 14:00:00,27.81,1.95
order_00273,1,prod_018,seller_00,2017-11-07 14:00:00,275.13,16.55
order_00274,1,prod_017,seller_05,2017-11-01 21:00:00,279.58,34.89
order_00274,2,prod_004,seller_03,2017-11-01 21:00:00,273.87,36.06
order_00275,1,prod_010,seller_03,2017-11-05 08:00:00,102.39,7.73
order_00275,2,prod_017,seller_03,2017-11-05 08:00:00,278.37,28.14
order_00276,1,prod_004,seller_00,2017-11-02 21:00:00,114.97,8.13
order_00277,1,prod_017,seller_05,2017-11-06 17:00:00,159.65,8.8
order_00278,1,prod_009,seller_01,2017-11-04 17:00:00,259.85,31.46
order_00279,1,prod_003,seller_00,2017-11-04 11:00:00,278.15,17.72
order_00279,2,prod_019,seller_03,2017-11-04 11:00:00,284.58,19.36
order_00280,1,prod_004,seller_05,2017-11-06 18:00:00,272.3,19.25
order_00280,2,prod_003,seller_01,2017-11-06 18:00:00,54.75,7.03
order_00281,1,prod_004,seller_00,2017-11-07 12:00:00,281.11,18.56
order_00282,1,prod_010,seller_04,2017-11-07 17:00:00,294.01,39.44
order_00283,1,prod_002,seller_01,2017-11-01 13:00:00,218.17,21.04
order_00284,1,prod_016,seller_04,2017-11-04 09:00:00,297.38,17.04
order_00284,2,prod_000,seller_03,2017-11-04 09:00:00,169.53,23.55
order_00284,3,prod_006,seller_03,2017-11-04 09:00:00,294.32,22.96
order_00285,1,prod_007,seller_04,2017-11-07 09:00:00,251.49,35.83
order_00286,1,prod_011,seller_03,2017-11-01 13:00:00,75.73,7.43
order_00287,1,prod_017,seller_00,2017-11-07 21:00:00,53.22,6.85
order_00287,2,prod_014,seller_00,2017-11-07 21:00:00,200.7,10.71
order_00288,1,prod_005,seller_02,2017-11-02 14:00:00,239.65,16.05
order_00289,1,prod_007,seller_00,2017-11-06 21:00:00,52.73,3.44
order_00290,1,prod_008,seller_02,2017-11-03 15:00:00,37.41,5.42
order_00290,2,prod_017,seller_01,2017-11-03 15:00:00,108.63,16.16
order_00291,1,prod_007,seller_00,2017-11-01 08:00:00,193.27,24.16
order_00291,2,prod_008,seller_00,2017-11-01 08:00:00,70.33,6.5
order_00291,3,prod_003,seller_02,2017-11-01 08:00:00,209.15,22.38
order_00292,1,prod_010,seller_00,2017-11-02 11:00:00,46.55,2.52
order_00293,1,prod_013,seller_03,2017-11-07 20:00:00,302.39,16.09
order_00294,1,prod_007,seller_05,2017-11-06 10:00:00,83.47,6.94
order_00295,1,prod_002,seller_01,2017-11-04 08:00:00,246.68,33.71
order_00296,1,prod_015,seller_05,2017-11-01 18:00:00,261.99,33.33
order_00297,1,prod_016,seller_02,2017-11-06 12:00:00,153.42,19.15
order_00298,1,prod_017,seller_01,2017-11-07 20:00:00,198.35,27.32
order_00299,1,prod_007,seller_05,2017-11-04 20:00:00,304.69,35.71
order_00299,2,prod_019,seller_03,2017-11-04 20:00:00,258.58,33.43
order_00300,1,prod_004,seller_02,2017-11-01 09:00:00,113.34,11.85
order_00300,2,prod_012,seller_03,2017-11-01 09:00:00,49.51,5.54
order_00301,1,prod_007,seller_00,2017-11-03 10:00:00,183.76,13.16
order_00301,2,prod_012,seller_01,2017-11-03 10:00:00,210.01,18.68
order_00301,3,prod_004,seller_02,2017-11-03 10:00:00,123.14,8.22
order_00302,1,prod_005,seller_03,2017-11-04 12:00:00,80.89,8.31
order_00302,2,prod_005,seller_00,2017-11-04 12:00:00,25.1,3.63
order_00303,1,prod_016,seller_05,2017-11-03 19:00:00,279.36,24.49
order_00303,2,prod_008,seller_05,2017-11-03 19:00:00,298.94,27.38
order_00303,3,prod_010,seller_03,2017-11-03 19:00:00,176.71,13.54
order_00304,1,prod_015,seller_03,2017-11-06 18:00:00,42.61,3.68
order_00304,2,prod_001,seller_05,2017-11-06 18:00:00,312.98,19.38
order_00304,3,prod_009,seller_04,2017-11-06 18:00:00,136.27,18.96
order_00305,1,prod_018,seller_04,2017-11-04 10:00:00,198.33,10.84
order_00306,1,prod_017,seller_03,2017-11-06 12:00:00,32.61,3.75
order_00306,2,prod_012,seller_03,2017-11-06 12:00:00,262.45,38.4
order_00307,1,prod_006,seller_04,2017-11-07 17:00:00,288.65,37.74
order_00308,1,prod_012,seller_02,2017-11-05 10:00:00,112.8,16.49
order_00308,2,prod_009,seller_03,2017-11-05 10:00:00,80.21,5.59
order_00309,1,prod_015,seller_02,2017-11-06 12:00:00,259.01,15.86
order_00309,2,prod_019,seller_03,2017-11-06 12:00:00,298.11,29.85
order_00310,1,prod_013,seller_00,2017-11-03 08:00:00,220.1,17.07
order_00310,2,prod_012,seller_04,2017-11-03 08:00:00,132.01,17.31
order_00311,1,prod_011,seller_02,2017-11-08 16:00:00,129.33,19.15
order_00312,1,prod_005,seller_05,2017-11-12 18:00:00,73.95,8.39
order_00313,1,prod_010,seller_02,2017-11-14 19:00:00,172.44,23.54
order_00313,2,prod_004,seller_04,2017-11-14 19:00:00,235.09,29.05
order_00314,1,prod_018,seller_05,2017-11-10 18:00:00,173.13,12.73
order_00315,1,prod_007,seller_04,2017-11-13 12:00:00,90.54,5.66
order_00316,1,prod_012,seller_04,2017-11-14 18:00:00,216.0,30.16
order_00317,1,prod_011,seller_05,2017-11-12 12:00:00,116.23,12.42
order_00318,1,prod_004,seller_03,2017-11-12 09:00:00,26.01,2.02
order_00319,1,prod_003,seller_03,2017-11-12 20:00:00,269.08,19.49
order_00319,2,prod_010,seller_02,2017-11-12 20:00:00,210.69,21.72
order_00320,1,prod_007,seller_01,2017-11-14 11:00:00,235.36,12.44
order_00320,2,prod_013,seller_02,2017-11-14 11:00:00,173.88,9.79
order_00321,1,prod_001,seller_02,2017-11-11 14:00:00,91.75,13.41
order_00321,2,prod_008,seller_00,2017-11-11 14:00:00,122.18,13.95
order_00322,1,prod_006,seller_00,2017-11-13 19:00:00,125.8,11.36
order_00323,1,prod_008,seller_01,2017-11-12 08:00:00,244.2,25.89
order_00323,2,prod_009,seller_05,2017-11-12 08:00:00,231.86,29.82
order_00323,3,prod_019,seller_05,2017-11-12 08:00:00,31.76,1.64
order_00324,1,prod_005,seller_04,2017-11-14 21:00:00,189.54,21.46
order_00325,1,prod_014,seller_00,2017-11-13 10:00:00,290.2,24.46
order_00325,2,prod_011,seller_03,2017-11-13 10:00:00,278.15,27.43
order_00326,1,prod_016,seller_03,2017-11-11 21:00:00,191.21,13.56
order_00326,2,prod_000,seller_01,2017-11-11 21:00:00,99.32,12.02
order_00327,1,prod_018,seller_04,2017-11-14 14:00:00,57.78,5.08
order_00328,1,prod_010,seller_04,2017-11-08 11:00:00,278.26,29.48
order_00329,1,prod_003,seller_00,2017-11-09 08:00:00,137.87,15.04
order_00330,1,prod_001,seller_03,2017-11-12 17:00:00,193.2,12.92
order_00331,1,prod_002,seller_05,2017-11-11 17:00:00,201.73,14.9
order_00331,2,prod_007,seller_00,2017-11-11 17:00:00,316.12,28.21
order_00332,1,prod_007,seller_01,2017-11-09 20:00:00,39.36,5.02
order_00332,2,prod_017,seller_05,2017-11-09 20:00:00,38.05,4.1
order_00333,1,prod_004,seller_04,2017-11-11 08:00:00,53.49,3.55
order_00333,2,prod_003,seller_04,2017-11-11 08:00:00,176.08,22.66
order_00333,3,prod_000,seller_00,2017-11-11 08:00:00,287.45,38.85
order_00334,1,prod_017,seller_04,2017-11-12 17:00:00,41.0,3.24
order_00334,2,prod_000,seller_04,2017-11-12 17:00:00,142.1,17.69
order_00334,3,prod_016,seller_03,2017-11-12 17:00:00,32.1,2.28
order_00335,1,prod_002,seller_05,2017-11-12 09:00:00,224.91,16.62
order_00336,1,prod_010,seller_01,2017-11-10 12:00:00,203.9,10.34
order_00336,2,prod_003,seller_05,2017-11-10 12:00:00,47.12,5.62
order_00337,1,prod_002,seller_00,2017-11-11 17:00:00,246.84,33.01
order_00337,2,prod_000,seller_05,2017-11-11 17:00:00,236.42,27.92
order_00337,3,prod_013,seller_00,2017-11-11 17:00:00,275.74,18.75
order_00338,1,prod_003,seller_01,2017-11-09 12:00:00,120.7,11.38
order_00339,1,prod_017,seller_00,2017-11-14 20:00:00,28.88,2.43
order_00340,1,prod_003,seller_00,2017-11-14 20:00:00,181.94,24.12
order_00341,1,prod_016,seller_00,2017-11-10 09:00:00,72.53,8.34
order_00341,2,prod_013,seller_04,2017-11-10 09:00:00,183.83,21.87
order_00342,1,prod_005,seller_04,2017-11-14 08:00:00,236.16,22.15
order_00342,2,prod_009,seller_03,2017-11-14 08:00:00,227.63,17.04
order_00343,1,prod_018,seller_01,2017-11-14 11:00:00,309.47,35.78
order_00343,2,prod_012,seller_02,2017-11-14 11:00:00,201.37,11.64
order_00344,1,prod_016,seller_05,2017-11-10 09:00:00,238.12,32.81
order_00345,1,prod_014,seller_05,2017-11-10 12:00:00,228.41,31.48
order_00345,2,prod_014,seller_02,2017-11-10 12:00:00,279.09,22.96
order_00345,3,prod_012,seller_01,2017-11-10 12:00:00,85.79,5.2
order_00346,1,prod_005,seller_05,2017-11-10 17:00:00,291.94,33.91
order_00347,1,prod_002,seller_04,2017-11-09 15:00:00,99.91,10.83
order_00347,2,prod_009,seller_00,2017-11-09 15:00:00,43.31,3.33
